epoch,accuracy,iou_score,loss,val_accuracy,val_iou_score,val_loss
0,0.3377022445201874,0.30656546354293823,3.6049511432647705,0.5516165494918823,0.3018874228000641,1.6445409059524536
1,0.5099806785583496,0.3261565566062927,1.700393795967102,0.5766199231147766,0.31723639369010925,1.4465299844741821
2,0.3771328032016754,0.3084641993045807,154.29856872558594,0.49580061435699463,0.29172489047050476,1.7904716730117798
3,0.4935610890388489,0.327677458524704,1.704971432685852,0.5404218435287476,0.3116447925567627,1.5942071676254272
4,0.5327337384223938,0.3324574828147888,1.5710567235946655,0.573594868183136,0.31566447019577026,1.4805305004119873
5,0.5536300539970398,0.338064968585968,1.4998546838760376,0.5836886167526245,0.32152560353279114,1.430547833442688
6,0.5653265118598938,0.3397020995616913,1.452379584312439,0.5832546949386597,0.3299892544746399,1.3944555521011353
7,0.570296049118042,0.33379432559013367,1.4257291555404663,0.5892961621284485,0.32756367325782776,1.369662880897522
8,0.5772815942764282,0.3382270932197571,1.3950897455215454,0.594555675983429,0.3390975594520569,1.3628536462783813
9,0.5799353718757629,0.3412427604198456,1.3779211044311523,0.5949981808662415,0.3283271789550781,1.3310126066207886
10,0.5846378803253174,0.33995336294174194,1.3554353713989258,0.5966358780860901,0.3238690197467804,1.3229877948760986
11,0.5867419242858887,0.34450677037239075,1.3396438360214233,0.6008307337760925,0.3271710276603699,1.2907099723815918
12,0.5895336270332336,0.3456230163574219,1.3291890621185303,0.5981576442718506,0.32300835847854614,1.2866771221160889
13,0.5918289422988892,0.3415564000606537,1.3151558637619019,0.6035963892936707,0.3319631814956665,1.2702893018722534
14,0.5946239829063416,0.3428741991519928,1.305925726890564,0.6069979071617126,0.33600905537605286,1.270748257637024
15,0.5969750881195068,0.34517213702201843,1.2983472347259521,0.6097700595855713,0.33728253841400146,1.2749226093292236
16,0.5983583331108093,0.34410449862480164,1.2903316020965576,0.6110086441040039,0.34482088685035706,1.236424446105957
17,0.6016479134559631,0.3479236364364624,1.2809689044952393,0.5957424640655518,0.3443286418914795,1.260860562324524
18,0.6046864986419678,0.35006722807884216,1.2686389684677124,0.615098237991333,0.3445703983306885,1.2252141237258911
19,0.6052348017692566,0.3445228934288025,1.266067385673523,0.6243865489959717,0.32923734188079834,1.2177190780639648
20,0.6093071699142456,0.34742650389671326,1.2573505640029907,0.6119301915168762,0.3314991891384125,1.2410808801651
21,0.607509195804596,0.3476186990737915,1.2599514722824097,0.6238266825675964,0.3329791724681854,1.1992533206939697
22,0.6147506833076477,0.3522360324859619,1.2402912378311157,0.6228941082954407,0.33358538150787354,1.1980494260787964
23,0.6125636100769043,0.35242748260498047,1.2420469522476196,0.6293454766273499,0.32484254240989685,1.2061219215393066
24,0.6163867115974426,0.3513062000274658,1.2355105876922607,0.6303640604019165,0.35312923789024353,1.1854058504104614
25,0.6203634738922119,0.3544725477695465,1.2236193418502808,0.6292876601219177,0.3386121690273285,1.1759767532348633
26,0.6198212504386902,0.34980157017707825,1.2187649011611938,0.6289452314376831,0.3343254327774048,1.1815838813781738
27,0.6233417987823486,0.3475726246833801,1.2144279479980469,0.6341084241867065,0.342952698469162,1.1751132011413574
28,0.6260582804679871,0.3561636209487915,1.206063151359558,0.6366183161735535,0.3477020263671875,1.1747376918792725
29,0.628166913986206,0.3545210361480713,1.2072196006774902,0.6350300908088684,0.3412902355194092,1.1605929136276245
30,0.6287064552307129,0.3544549345970154,1.1968581676483154,0.6332951188087463,0.3445942997932434,1.179436206817627
31,0.627643883228302,0.35543882846832275,1.202518343925476,0.6440596580505371,0.34180670976638794,1.1492713689804077
32,0.631872296333313,0.3557323217391968,1.193213939666748,0.6327652931213379,0.33036231994628906,1.2010706663131714
33,0.6322994828224182,0.3566116392612457,1.1885826587677002,0.6455478668212891,0.34455186128616333,1.1419662237167358
34,0.635377049446106,0.3568946123123169,1.1816424131393433,0.6378956437110901,0.3278069794178009,1.159259557723999
35,0.6352052092552185,0.3574391305446625,1.1821070909500122,0.6338353157043457,0.3377762734889984,1.1789562702178955
36,0.640069842338562,0.3578072190284729,1.1675782203674316,0.6536123752593994,0.350141704082489,1.1301230192184448
37,0.6428073644638062,0.3584529161453247,1.1580549478530884,0.657492995262146,0.35290518403053284,1.1151776313781738
38,0.6425940990447998,0.36062192916870117,1.161874771118164,0.6454258561134338,0.34583619236946106,1.1582746505737305
39,0.646545946598053,0.35917481780052185,1.1505286693572998,0.6509445309638977,0.35903400182724,1.1234543323516846
40,0.6463057398796082,0.3624456226825714,1.1512612104415894,0.6613488793373108,0.3522980809211731,1.1042777299880981
