epoch,accuracy,iou_score,loss,val_accuracy,val_iou_score,val_loss
0,0.3565487563610077,0.30785539746284485,2.1941757202148438,0.5802282691001892,0.3126363456249237,1.4912936687469482
1,0.5633537173271179,0.333668977022171,1.530929684638977,0.531224250793457,0.31137189269065857,1.601637601852417
2,0.596740186214447,0.34413036704063416,1.3689810037612915,0.6276358962059021,0.3234653174877167,1.2464467287063599
3,0.6132907867431641,0.3536202311515808,1.2956677675247192,0.6214956641197205,0.33353191614151,1.215348720550537
4,0.626315712928772,0.3541562259197235,1.2327240705490112,0.6494865417480469,0.35241398215293884,1.1567710638046265
5,0.6375777125358582,0.35533013939857483,1.201406717300415,0.6533588171005249,0.33547279238700867,1.149044394493103
6,0.6526879668235779,0.36675676703453064,1.1515178680419922,0.6480726599693298,0.3518640100955963,1.1640385389328003
7,0.6651787161827087,0.3633612394332886,1.1193057298660278,0.6684221029281616,0.3569384813308716,1.1038509607315063
8,0.6839613318443298,0.3756597340106964,1.06950044631958,0.7055435180664062,0.37350407242774963,1.0029644966125488
9,0.702021062374115,0.3871435523033142,1.0130221843719482,0.7023687958717346,0.3672538697719574,1.025275707244873
10,0.7066699266433716,0.38684359192848206,0.9986948370933533,0.7271950244903564,0.36835452914237976,0.9419589042663574
11,0.723936140537262,0.39432838559150696,0.9486554861068726,0.7460030317306519,0.3991907238960266,0.8702988624572754
12,0.7334108948707581,0.3985554873943329,0.9254190325737,0.753643810749054,0.3939196467399597,0.8764557838439941
13,0.744600772857666,0.40272095799446106,0.8847439289093018,0.7561576962471008,0.3895399868488312,0.8546879291534424
14,0.7552460432052612,0.40886926651000977,0.8509628772735596,0.7566040754318237,0.392685204744339,0.8432611227035522
15,0.7650117874145508,0.41501492261886597,0.8212271332740784,0.7800124287605286,0.39294543862342834,0.7771957516670227
16,0.7765556573867798,0.42295414209365845,0.7824705243110657,0.7877470254898071,0.4191136658191681,0.7483324408531189
17,0.7624096870422363,0.4196149706840515,0.8292954564094543,0.762388288974762,0.3937618136405945,0.8330174088478088
18,0.7863861322402954,0.4333113133907318,0.754818856716156,0.8033111691474915,0.4144541621208191,0.7001854777336121
19,0.7886433005332947,0.43244099617004395,0.7459061145782471,0.7968197464942932,0.4162614345550537,0.7192083597183228
20,0.7790424823760986,0.428207665681839,0.7773987054824829,0.781484067440033,0.4205116331577301,0.7665370106697083
21,0.7970460057258606,0.4405762851238251,0.7148429155349731,0.8091500997543335,0.4321536123752594,0.6951765418052673
22,0.8014945983886719,0.43702900409698486,0.6970289349555969,0.804105818271637,0.4220716953277588,0.6783239841461182
23,0.8073258399963379,0.4493868052959442,0.6761826276779175,0.8168047070503235,0.41743507981300354,0.6522022485733032
24,0.8104233145713806,0.45173379778862,0.6662337183952332,0.8000395894050598,0.42896363139152527,0.7064020037651062
25,0.7972198128700256,0.43969228863716125,0.7142190337181091,0.8200100660324097,0.4397861957550049,0.6459043025970459
26,0.8143705129623413,0.45280829071998596,0.6501829624176025,0.8203127980232239,0.436288446187973,0.6400810480117798
27,0.8155109882354736,0.4538443088531494,0.6437334418296814,0.8292390704154968,0.4373561441898346,0.6076923608779907
28,0.8152950406074524,0.45786571502685547,0.6432404518127441,0.7972303628921509,0.42883235216140747,0.7108560800552368
29,0.8194871544837952,0.4622366428375244,0.6298309564590454,0.82879638671875,0.4445468485355377,0.6120181083679199
30,0.8269019722938538,0.46145889163017273,0.6046299338340759,0.8335955739021301,0.4511212408542633,0.5969477295875549
31,0.823693037033081,0.46198999881744385,0.6112443804740906,0.8322604298591614,0.45239418745040894,0.6028857231140137
32,0.8250058889389038,0.46595510840415955,0.6071099042892456,0.8363603949546814,0.44932612776756287,0.5788013339042664
33,0.8302673101425171,0.4692286550998688,0.5897456407546997,0.8326593041419983,0.4653850495815277,0.5967946648597717
34,0.8320751190185547,0.4694463014602661,0.5814283490180969,0.8390303254127502,0.45361924171447754,0.5721495151519775
35,0.8287041783332825,0.4682130813598633,0.5929084420204163,0.8375813364982605,0.46827757358551025,0.5749848484992981
36,0.8354732990264893,0.47521165013313293,0.5690181851387024,0.841407835483551,0.45108482241630554,0.558921217918396
37,0.8380855321884155,0.4853080213069916,0.5584040880203247,0.8439695835113525,0.4674522876739502,0.561861515045166
38,0.838601291179657,0.48299911618232727,0.5543358325958252,0.8361058235168457,0.46047765016555786,0.5804874300956726
39,0.842241644859314,0.4827817678451538,0.5417914390563965,0.8440110683441162,0.4650217890739441,0.5516180992126465
40,0.8390673398971558,0.4866667091846466,0.5515921115875244,0.8433947563171387,0.47655510902404785,0.5505645275115967
41,0.8440406918525696,0.48822101950645447,0.5332965850830078,0.8444468975067139,0.4742678105831146,0.5498458743095398
42,0.8443405628204346,0.48840346932411194,0.530286431312561,0.8455358743667603,0.4790719747543335,0.5410358905792236
