epoch,accuracy,iou_score,loss,val_accuracy,val_iou_score,val_loss
0,0.19164253771305084,0.29190853238105774,8.639341354370117,0.28664031624794006,0.2827901244163513,2.3717687129974365
1,0.4372589588165283,0.3175809681415558,2.0037379264831543,0.5439888834953308,0.3140413761138916,1.7580968141555786
2,0.5511282682418823,0.3286229074001312,1.7479335069656372,0.5219804048538208,0.30647793412208557,1.7561709880828857
3,0.5865651965141296,0.33648574352264404,1.6309818029403687,0.6089141964912415,0.33413153886795044,1.5465811491012573
4,0.6051753759384155,0.34467655420303345,1.5237596035003662,0.6191555261611938,0.3375144898891449,1.4276885986328125
5,0.5952927470207214,0.33912718296051025,1.5185755491256714,0.5830056071281433,0.32149407267570496,1.5845098495483398
6,0.6065451502799988,0.34629717469215393,1.4257075786590576,0.6237199306488037,0.3361065685749054,1.3375401496887207
7,0.6168336868286133,0.3504011929035187,1.3285218477249146,0.629534125328064,0.3306922912597656,1.294539451599121
8,0.6257061958312988,0.350585013628006,1.2723444700241089,0.6370229125022888,0.3452029526233673,1.2487165927886963
9,0.6324484348297119,0.3543272912502289,1.2246350049972534,0.6342446804046631,0.33904603123664856,1.2022286653518677
10,0.6352242827415466,0.3592280149459839,1.2005056142807007,0.6427192687988281,0.33892083168029785,1.1700302362442017
11,0.6434265375137329,0.35764655470848083,1.1628837585449219,0.6511787176132202,0.34633129835128784,1.1310817003250122
12,0.6465206146240234,0.35699644684791565,1.15023672580719,0.6426985859870911,0.3526334762573242,1.1615525484085083
13,0.6524661779403687,0.3553416132926941,1.1272988319396973,0.6511633992195129,0.3418159782886505,1.1286518573760986
14,0.6538463234901428,0.36057576537132263,1.128806710243225,0.6452978253364563,0.3375512659549713,1.1619139909744263
15,0.6555317640304565,0.3606210947036743,1.1146588325500488,0.671688973903656,0.35172751545906067,1.0737732648849487
16,0.6666083931922913,0.364825576543808,1.076177716255188,0.6778524518013,0.358816534280777,1.057352900505066
17,0.6732669472694397,0.3649595081806183,1.0575898885726929,0.6627191305160522,0.33926627039909363,1.0808379650115967
18,0.68271803855896,0.37485572695732117,1.0394526720046997,0.6729147434234619,0.35973694920539856,1.0627957582473755
19,0.691855251789093,0.37500065565109253,1.0190238952636719,0.680429995059967,0.3693952262401581,1.0108779668807983
20,0.7002900838851929,0.38223862648010254,0.9936522245407104,0.7204194664955139,0.3781678080558777,0.9481369256973267
21,0.7069571018218994,0.38830453157424927,0.9838598370552063,0.7255068421363831,0.3641034960746765,0.9461165070533752
22,0.7180699706077576,0.3895227015018463,0.9527850151062012,0.7307429313659668,0.3622857332229614,0.9301201701164246
